   Z2  A2f    Ex    nmult gmult  
   50  131     9.281    1    2
   57  147    12.282    1    7
   53  141     3.835    0    5
   59  152    10.172    1    4
   55  145    14.572    2    4
   55  145    14.012    2    1
   54  139     3.684    0    2
   55  143    10.642    1    6
   55  142     8.309    1    5
   55  142    10.268    1    5
   53  136     4.054    1    1
   54  141     7.853    1    4
   51  136    11.592    2    3
   52  135     4.242    1    1
   53  138    16.007    2    5
   53  136    13.512    2    1
   50  132    10.470    1    2
   57  149     8.522    1    7
   51  134     3.441    0    3
   59  152    13.977    2    4
   51  133     5.883    0    2
   55  143     8.348    1    5
   57  149    10.144    1    3
   53  136     5.594    1    2
   53  137     5.167    0    3
   52  133     5.847    0    3
   58  152    15.375    2    5
   52  135     9.952    1    2
   57  144     7.644    1    3
   50  128     6.755    0    2
   53  136     6.386    1    2
   50  131    10.426    1    2
   58  149    15.294    2    4
   54  141     4.292    1    2
   54  138    10.557    1    4
   56  147    18.340    3    1
   49  125     6.985    0    4
   50  131    12.517    1    1
   51  135    10.638    2    1
   51  133     8.600    1    1
   56  148    10.307    2    2
   55  146     4.865    1    2
   51  131     0.862    0    1
   57  147     8.101    1    4
   56  143     8.467    1    4
   60  154     5.922    0    4
   58  150    16.811    2    7
   52  135    13.382    2    1
   54  143     4.119    1    2
   55  145    14.705    2    2
   54  139     6.991    1    2
   57  146     6.017    1    2
   54  140    15.112    2    3
   54  138     8.531    1    2
   50  132    10.709    1    2
   54  139     7.758    1    2
   51  131     7.428    0    2
   54  141     5.988    1    3
   54  137    11.903    1    1
   52  134     5.160    0    2
   54  139    13.065    1    3
   52  136     8.456    1    4
   54  138    15.633    2    1
   56  146    14.232    2    3
   56  145    11.019    2    1
   56  145    10.120    1    5
   54  143    15.240    3    1
   57  148    13.367    1    6
   51  133     3.482    0    2
   56  149    15.092    2    7
   52  133    14.506    1    1
   56  146    10.832    2    2
   50  128     5.412    0    2
   57  149     6.111    0    5
   52  135    10.862    1    3
   55  142    10.577    1    4
   55  144     5.739    1    3
   58  150     9.832    1    5
   52  139     1.613    0    6
   53  138     8.689    1    6
   58  152    14.773    2    4
   58  153    11.170    1    4
   54  140     9.462    1    1
   49  130    12.786    1    8
   56  145    16.954    3    2
   52  135     7.627    1    1
   58  153     9.155    1    8
   56  146     3.704    0    4
   52  134     7.766    0    3
   51  132     7.178    0    7
   61  159    15.677    2    4
   53  138    10.326    1    7
   56  145     6.340    1    4
   54  138     2.057    0    3
   52  135    16.043    2    1
   52  134     7.420    0    3
   52  136    11.488    2    1
   55  143    15.259    2    3
   54  140     8.765    1    1
   49  126     8.431    1    2
   57  146    10.337    1    5
   54  142     9.263    1    4
   53  135    11.725    1    3
   50  130     8.480    0    2
   54  143     6.925    1    4
   51  132     9.168    1    1
   49  129     3.617    0    2
   52  136    12.210    1    1
   60  157     7.168    1    3
   57  151    17.571    2    5
   56  146    15.557    1    4
   55  145    19.687    2    3
   54  141    13.288    2    0
   56  143    10.614    1    3
   52  133     2.663    0    2
   55  142    12.684    1    3
   56  144    15.115    2    3
   56  146    11.632    2    3
   51  135     9.060    2    1
   53  138    12.174    2    2
   54  141     8.727    1    5
   51  136     3.324    0    3
   52  134    11.509    1    2
   53  136    15.714    2    3
   54  139     7.401    1    1
   53  136     6.720    1    2
   55  145     8.923    1    6
   53  138     3.750    0    3
   55  144     3.457    0    4
   53  141     8.171    1    3
   49  128     6.555    0    5
   53  141    11.255    2    3
   55  142     6.009    1    3
   57  147     5.880    0    5
   54  144    16.184    3    2
   52  137     5.946    1    3
   55  143     5.012    0    3
   53  139     9.773    2    2
   53  136     6.428    1    4
   53  141    10.499    1    1
   54  140    11.718    2    4
   52  136     9.622    1    4
   53  137     7.565    1    2
   57  146    10.194    1    3
   53  135    11.160    1    2
   51  136     9.661    2    6
   55  145    16.435    2    3
   51  132     9.752    1    4
   54  140     7.779    1    2
   52  137     7.582    1    5
   54  142     6.071    1    2
   58  150    16.591    2    5
   61  156    17.814    2    4
   54  142    10.597    2    2
   52  136    11.089    2    1
   51  133    11.360    1    5
   56  145    13.641    2    5
   55  145    14.532    2    4
   52  137     7.595    1    3
   54  141     9.944    1    3
   52  132     1.475    0    1
   53  137     8.874    1    4
   53  141    11.624    2    3
   51  132    10.786    1    1
   52  135     4.547    1    1
   55  145     2.669    0    4
   54  137     5.213    1    1
   53  139     5.901    1    2
   53  136    12.530    1    5
   51  136    10.618    1    2
   54  141    10.712    1    3
   53  135     8.925    1    3
   53  138     5.126    0    7
   54  139    14.028    2    2
   54  139     6.200    1    2
   56  147     7.553    1    6
   54  140     7.468    1    1
   51  133     7.313    0    1
   52  136     5.870    1    2
   59  155    10.432    1    2
   53  134     8.824    1    3
   56  146    20.448    3    3
   54  138    10.984    1    2
   57  148    12.702    2    3
   57  146     5.962    1    5
   51  133     5.696    0    3
   53  136     3.566    0    3
   54  139     7.539    1    2
   54  142     8.238    1    6
   51  134    10.914    1    2
   51  134    15.082    2    2
   55  141     7.485    1    2
   56  144     5.386    0    6
   54  141     5.398    1    2
   56  145    11.724    2    2
   54  140     8.585    1    3
   49  125     7.527    0    4
   54  139     7.224    1    1
   54  141     6.309    1    3
   58  146     3.750    0    4
   51  137    10.057    1    6
   55  144     8.276    1    4
   54  142    12.368    2    3
   54  143    15.147    2    5
   57  149     7.419    1    5
   49  129     3.507    0    5
   52  134     7.988    1    1
   55  142    11.029    1    2
   55  143     9.966    1    5
   54  138     8.106    1    2
   54  140     9.884    1    3
   52  134    10.867    1    1
   57  147    10.594    1    4
   52  139     5.333    1    3
   51  134     7.247    1    1
   52  133     7.538    1    2
   57  149     9.720    1    2
   58  152     6.559    1    2
   51  136    10.606    2    2
   54  140    14.346    2    3
   55  142     2.382    0    4
   51  132     0.514    0    0
   51  132     0.701    0    1
   56  144    13.302    1    2
   51  133     6.364    0    2
   54  141    18.650    3    3
   50  131     6.824    1    2
   56  150     6.356    1    1
   54  139    10.814    1    5
   50  130     3.742    0    1
   55  144    12.591    1    5
   55  141     8.247    1    1
   52  137     8.477    1    4
   57  147     8.824    1    7
   55  146    14.272    2    4
   56  144    12.247    2    3
   50  131     6.265    1    1
   48  128    13.325    1    3
   52  133     9.883    1    4
   58  148     5.083    0    6
   56  144     9.048    1    3
   52  134     8.190    0    3
   54  140    12.425    2    1
   51  135     7.837    1    3
   59  154    14.342    2    0
   51  134     5.049    1    1
   55  141     6.559    0    6
   55  143     6.541    0    8
   53  137    10.672    2    2
   57  147     6.937    1    2
   55  143    11.051    1    4
   52  136     1.074    0    1
   57  149    11.763    1    5
   53  138     6.440    1    3
   58  147     7.107    1    4
   54  145     9.488    2    1
   56  143    13.007    1    4
   53  139     9.056    1    2
   57  148    14.744    2    3
   56  144     4.412    0    5
   51  133     2.626    0    2
   52  136     7.392    1    3
   50  127    11.821    1    2
   54  140    12.492    2    1
   51  134     7.547    1    2
   52  135     6.902    1    2
   56  147    11.524    2    3
   52  136     7.262    1    2
   52  133     8.605    1    2
   59  150    12.244    1    4
   53  141     6.936    1    4
   56  145     3.045    0    3
   51  133     9.270    1    3
   59  153     6.863    1    1
   55  142     9.434    1    2
   57  151    11.188    1    5
   52  139     7.622    1    5
   56  146    15.868    2    5
   53  137    15.752    2    3
   53  140     6.718    1    3
   53  138    13.240    2    2
   51  132    14.658    1    4
   55  144    10.433    1    8
   52  135     8.635    1    2
   53  139     3.906    0    4
   53  137    12.922    2    2
   58  150     3.493    0    6
   55  143    10.266    2    1
   51  133     6.786    0    2
   51  129     8.019    0    3
   54  138    12.560    2    1
   54  140    12.878    1    1
   53  138    12.059    2    3
   54  142    11.639    1    8
   56  148    14.724    2    6
   54  138    14.431    2    1
   53  137     7.695    1    3
   55  141    14.364    2    2
   52  137     9.538    1    5
   56  148     7.165    1    4
   52  135     9.170    1    3
   52  136     6.238    0    5
   50  130     8.754    1    3
   50  129    13.276    1    1
   53  135     9.209    0    4
   57  143     1.979    0    2
   53  137    14.068    2    2
   52  135     5.701    0    3
   58  149    11.874    1    6
   50  132     7.188    0    1
   55  142     7.425    0   10
   56  145     3.429    0    3
   53  137    14.887    2    2
   58  149     8.377    1    8
   57  147     7.415    1    1
   60  154    16.622    2    5
   52  136     9.031    2    1
   55  141     6.800    1    2
   53  139    10.938    1    9
   53  138     0.720    0    2
   53  140     9.038    2    0
   55  141     9.539    1    3
   55  142    14.205    2    2
   49  126     6.563    1    1
   56  146    18.136    2    4
   54  143    14.199    2    4
   51  134    12.266    1    1
   50  130     7.401    0    2
   54  140     9.843    1    3
   56  147     4.347    1    2
   55  140    11.114    1    3
   53  140    14.365    2    3
   58  151    13.255    2    4
   57  150    11.838    1   12
   52  137    14.073    3    1
   50  129     5.874    0    5
   54  141     6.302    1    5
   53  138    17.721    2    8
   57  147    12.422    2    3
   52  137    11.341    2    2
   59  154    15.312    2    4
   55  141     9.181    1    1
   54  143    12.228    2    6
   57  143     7.121    1    1
   54  141    14.674    2    3
   51  132     7.354    1    2
   57  146     7.740    1    8
   55  141    11.962    1    5
   53  137    14.725    2    4
   59  152    10.149    1    2
   57  148     6.429    0    9
   51  135     4.688    0    4
   58  152    24.479    3    5
   56  145     4.161    0    5
   53  140    11.070    2    5
   55  143     9.945    1    8
   58  147    12.692    2    2
   50  129     8.729    1    2
   55  145     6.227    1    1
   53  135     1.897    0    2
   54  143    15.803    2    4
   53  136     7.462    1    2
   54  141     7.250    1    5
   53  138     7.069    1    6
   55  144    14.925    3    2
   59  152    13.464    2    1
   56  146    11.527    2    1
   55  142     8.875    1    3
   54  140     6.109    1    1
   58  150    17.206    2    5
   58  150    15.341    2    5
   58  151    14.767    2    4
   57  150     8.679    1    3
   57  148    11.184    1    5
   53  136    10.206    1    3
   55  143     7.414    1    2
   51  131    12.022    1    2
   54  139     4.593    1    2
   52  135    12.036    2    1
   52  135    11.686    1    4
   57  146     3.633    0    6
